parcel_id,building_id,overlap_fraction,intersection_area_sqm,distance_m,relationship_type
SYN-P0117,MS-123301331-443105,0.055133,473.4857,0.0,crosses_boundary
SYN-P0117,MS-123301331-474449,1.0,249.0456,0.0,within_parcel
SYN-P0117,MS-123301331-568428,0.056092,28.091,0.0,crosses_boundary
SYN-P0117,MS-123301331-624401,0.003699,2.9924,0.0,crosses_boundary
SYN-P0118,MS-123301331-109356,0.51419,991.7729,0.0,partial_overlap
SYN-P0118,MS-123301331-197944,0.0,0.0,9.217,adjacent_no_overlap
SYN-P0118,MS-123301331-221975,0.850019,4473.9253,0.0,crosses_boundary
SYN-P0118,MS-123301331-593045,0.081214,2335.1236,0.0,crosses_boundary
SYN-P0119,MS-123301331-102890,0.0,0.0,8.985,adjacent_no_overlap
SYN-P0119,MS-123301331-197856,0.302298,421.8654,0.0,crosses_boundary
SYN-P0119,MS-123301331-223508,0.828628,92.0252,0.0,partial_overlap
SYN-P0119,MS-123301331-301266,0.0,0.0,6.313,adjacent_no_overlap
SYN-P0119,MS-123301331-499640,0.227228,57.1718,0.0,crosses_boundary
SYN-P0119,MS-123301331-509375,0.0,0.0,4.156,adjacent_no_overlap
SYN-P0120,MS-123301331-186013,0.472901,86.7624,0.0,crosses_boundary
SYN-P0120,MS-123301331-223574,1.0,35.9845,0.0,within_parcel
SYN-P0120,MS-123301331-223576,0.0,0.0,6.944,adjacent_no_overlap
SYN-P0120,MS-123301331-468034,0.0,0.0,3.029,adjacent_no_overlap
SYN-P0120,MS-123301331-565192,0.0,0.0,7.005,adjacent_no_overlap
SYN-P0120,MS-123301331-581245,0.0,0.0,4.443,adjacent_no_overlap
SYN-P0121,MS-123301331-185634,0.0,0.0,8.095,adjacent_no_overlap
SYN-P0121,MS-123301331-186013,0.0,0.0,8.694,adjacent_no_overlap
SYN-P0121,MS-123301331-223574,0.0,0.0,5.505,adjacent_no_overlap
SYN-P0121,MS-123301331-223576,1.0,66.1723,0.0,within_parcel
SYN-P0121,MS-123301331-565192,0.125516,13.972,0.0,crosses_boundary
SYN-P0122,MS-123301331-141465,0.0,0.0,6.91,adjacent_no_overlap
SYN-P0122,MS-123301331-198575,0.0,0.0,2.688,adjacent_no_overlap
SYN-P0122,MS-123301331-228441,0.948671,327.2794,0.0,crosses_boundary
SYN-P0122,MS-123301331-33058,0.004542,3.9182,0.0,crosses_boundary
SYN-P0122,MS-123301331-418287,0.069677,46.4979,0.0,crosses_boundary
SYN-P0122,MS-123301331-41977,0.046773,30.8996,0.0,crosses_boundary
SYN-P0122,MS-123301331-446355,0.0,0.0,4.783,adjacent_no_overlap
SYN-P0122,MS-123301331-58204,0.0,0.0,2.687,adjacent_no_overlap
SYN-P0122,MS-123301331-584392,0.14224,29.6513,0.0,crosses_boundary
SYN-P0123,MS-123301331-228445,0.941514,1423.4813,0.0,crosses_boundary
SYN-P0123,MS-123301331-23269,0.0,0.0,3.989,adjacent_no_overlap
SYN-P0123,MS-123301331-33064,0.0,0.0,5.663,adjacent_no_overlap
SYN-P0123,MS-123301331-33068,0.0,0.0,7.264,adjacent_no_overlap
SYN-P0123,MS-123301331-480779,0.0,0.0,5.739,adjacent_no_overlap
SYN-P0124,MS-123301331-134014,0.999096,908.6975,0.0,within_parcel
SYN-P0124,MS-123301331-228449,1.0,71.0391,0.0,within_parcel
SYN-P0124,MS-123301331-33058,0.0,0.0,1.518,adjacent_no_overlap
SYN-P0124,MS-123301331-418287,0.0,0.0,9.455,adjacent_no_overlap
SYN-P0125,MS-123301331-173045,0.022063,29.8102,0.0,crosses_boundary
SYN-P0125,MS-123301331-230032,0.968937,484.9433,0.0,crosses_boundary
SYN-P0125,MS-123301331-23323,0.0,0.0,1.282,adjacent_no_overlap
SYN-P0125,MS-123301331-427668,0.39783,387.2578,0.0,crosses_boundary
SYN-P0126,MS-123301331-121877,0.0,0.0,5.339,adjacent_no_overlap
SYN-P0126,MS-123301331-128469,0.0,0.0,5.589,adjacent_no_overlap
SYN-P0126,MS-123301331-236366,1.0,93.0262,0.0,within_parcel
SYN-P0126,MS-123301331-236368,0.869526,701.3117,0.0,crosses_boundary
SYN-P0126,MS-123301331-421280,1.0,34.8454,0.0,within_parcel
SYN-P0126,MS-123301331-480791,0.023758,3.0394,0.0,crosses_boundary
SYN-P0126,MS-123301331-584403,0.0,0.0,8.303,adjacent_no_overlap
SYN-P0127,MS-123301331-109171,0.293419,428.3512,0.0,crosses_boundary
SYN-P0127,MS-123301331-215429,0.0,0.0,7.584,adjacent_no_overlap
SYN-P0127,MS-123301331-241461,0.982329,218.0362,0.0,partial_overlap
SYN-P0127,MS-123301331-33010,0.035852,17.0131,0.0,crosses_boundary
SYN-P0127,MS-123301331-443044,0.006874,6.5914,0.0,crosses_boundary
SYN-P0127,MS-123301331-83695,0.0,0.0,0.174,adjacent_no_overlap
SYN-P0128,MS-123301331-179817,0.0,0.0,8.674,adjacent_no_overlap
SYN-P0128,MS-123301331-241463,0.993381,312.8798,0.0,partial_overlap
SYN-P0128,MS-123301331-361154,0.272888,158.898,0.0,crosses_boundary
SYN-P0128,MS-123301331-430574,0.174997,181.2287,0.0,crosses_boundary
SYN-P0128,MS-123301331-90325,0.077996,64.9611,0.0,partial_overlap
SYN-P0129,MS-123301331-20306,0.041851,21.9749,0.0,crosses_boundary
SYN-P0129,MS-123301331-248037,1.0,122.7341,0.0,within_parcel
SYN-P0129,MS-123301331-354640,0.001531,0.9098,0.0,partial_overlap
SYN-P0129,MS-123301331-446341,0.578934,22.9837,0.0,crosses_boundary
SYN-P0129,MS-123301331-499630,0.027045,52.6942,0.0,crosses_boundary
SYN-P0129,MS-123301331-621518,0.062296,30.7157,0.0,crosses_boundary
SYN-P0130,MS-123301331-134929,0.0,0.0,4.05,adjacent_no_overlap
SYN-P0130,MS-123301331-191424,0.0,0.0,9.821,adjacent_no_overlap
SYN-P0130,MS-123301331-204302,0.0,0.0,1.173,adjacent_no_overlap
SYN-P0130,MS-123301331-248045,0.748265,176.646,0.0,crosses_boundary
SYN-P0130,MS-123301331-402394,0.11362,36.4088,0.0,crosses_boundary
SYN-P0130,MS-123301331-45742,0.002684,0.766,0.0,partial_overlap
SYN-P0130,MS-123301331-571627,0.0,0.0,3.289,adjacent_no_overlap
SYN-P0131,MS-123301331-121885,0.017053,6.5929,0.0,crosses_boundary
SYN-P0131,MS-123301331-204352,0.0,0.0,5.009,adjacent_no_overlap
SYN-P0131,MS-123301331-248500,0.904567,1188.3162,0.0,crosses_boundary
SYN-P0131,MS-123301331-364380,0.0,0.0,7.54,adjacent_no_overlap
SYN-P0131,MS-123301331-399226,0.0,0.0,7.241,adjacent_no_overlap
SYN-P0131,MS-123301331-405632,0.0,0.0,2.543,adjacent_no_overlap
SYN-P0131,MS-123301331-590285,0.0,0.0,6.463,adjacent_no_overlap
SYN-P0131,MS-123301331-609034,0.054011,23.2083,0.0,crosses_boundary
SYN-P0131,MS-123301331-64389,0.027563,18.2234,0.0,crosses_boundary
SYN-P0132,MS-123301331-254456,0.950777,698.0381,0.0,partial_overlap
SYN-P0132,MS-123301331-26826,0.0,0.0,8.417,adjacent_no_overlap
SYN-P0132,MS-123301331-329449,0.0,0.0,6.047,adjacent_no_overlap
SYN-P0132,MS-123301331-433742,0.0,0.0,1.212,adjacent_no_overlap
SYN-P0132,MS-123301331-462326,0.0,0.0,6.483,adjacent_no_overlap
SYN-P0132,MS-123301331-627466,0.189415,321.0725,0.0,crosses_boundary
SYN-P0133,MS-123301331-254564,0.871509,336.7645,0.0,crosses_boundary
SYN-P0133,MS-123301331-341845,0.109078,154.252,0.0,crosses_boundary
SYN-P0133,MS-123301331-380093,0.0,0.0,8.121,adjacent_no_overlap
SYN-P0133,MS-123301331-440106,0.066277,310.4097,0.0,crosses_boundary
SYN-P0133,MS-123301331-443105,0.014295,122.7667,0.0,crosses_boundary
SYN-P0133,MS-123301331-64206,0.0,0.0,3.433,adjacent_no_overlap
SYN-P0134,MS-123301331-260854,1.0,215.4352,0.0,within_parcel
SYN-P0135,MS-123301331-261199,0.668056,174.1359,0.0,crosses_boundary
SYN-P0135,MS-123301331-502924,0.0,0.0,3.6,adjacent_no_overlap
SYN-P0135,MS-123301331-596197,0.0,0.0,1.269,adjacent_no_overlap
SYN-P0135,MS-123301331-599553,0.016239,0.9605,0.0,partial_overlap
SYN-P0136,MS-123301331-109334,0.0,0.0,7.438,adjacent_no_overlap
SYN-P0136,MS-123301331-154169,0.44484,192.6363,0.0,crosses_boundary
SYN-P0136,MS-123301331-261229,0.723365,326.39,0.0,crosses_boundary
SYN-P0136,MS-123301331-261231,0.0,0.0,8.082,adjacent_no_overlap
SYN-P0136,MS-123301331-267311,0.0,0.0,4.434,adjacent_no_overlap
SYN-P0136,MS-123301331-273393,0.0,0.0,4.551,adjacent_no_overlap
SYN-P0136,MS-123301331-301314,0.0,0.0,8.666,adjacent_no_overlap
SYN-P0136,MS-123301331-468034,0.061928,31.1741,0.0,crosses_boundary
SYN-P0136,MS-123301331-559702,0.0,0.0,9.759,adjacent_no_overlap
SYN-P0136,MS-123301331-581245,0.135751,110.476,0.0,crosses_boundary
SYN-P0137,MS-123301331-261229,0.123787,55.8542,0.0,crosses_boundary
SYN-P0137,MS-123301331-261231,0.86278,176.4651,0.0,partial_overlap
SYN-P0137,MS-123301331-301314,0.0,0.0,6.064,adjacent_no_overlap
SYN-P0137,MS-123301331-468034,0.0,0.0,7.285,adjacent_no_overlap
SYN-P0137,MS-123301331-559702,0.0,0.0,3.407,adjacent_no_overlap
SYN-P0138,MS-123301331-109228,0.0,0.0,0.041,adjacent_no_overlap
SYN-P0138,MS-123301331-154059,0.0,0.0,8.09,adjacent_no_overlap
SYN-P0138,MS-123301331-204288,0.0,0.0,4.181,adjacent_no_overlap
SYN-P0138,MS-123301331-267225,1.0,67.6938,0.0,within_parcel
SYN-P0138,MS-123301331-487062,0.0,0.0,2.674,adjacent_no_overlap
SYN-P0139,MS-123301331-147889,0.0,0.0,4.862,adjacent_no_overlap
SYN-P0139,MS-123301331-154169,0.094935,41.1111,0.0,crosses_boundary
SYN-P0139,MS-123301331-261229,0.014406,6.5,0.0,crosses_boundary
SYN-P0139,MS-123301331-267311,1.0,190.6969,0.0,within_parcel
SYN-P0139,MS-123301331-273393,0.734867,135.0448,0.0,crosses_boundary
SYN-P0139,MS-123301331-392693,0.0,0.0,1.026,adjacent_no_overlap
SYN-P0139,MS-123301331-559702,0.0,0.0,5.914,adjacent_no_overlap
SYN-P0139,MS-123301331-83712,0.0,0.0,5.199,adjacent_no_overlap
SYN-P0140,MS-123301331-147164,0.0,0.0,4.028,adjacent_no_overlap
SYN-P0140,MS-123301331-159930,0.074472,111.0923,0.0,crosses_boundary
SYN-P0140,MS-123301331-204314,0.012261,4.5298,0.0,crosses_boundary
SYN-P0140,MS-123301331-273321,0.888382,506.5489,0.0,crosses_boundary
SYN-P0140,MS-123301331-556862,0.054548,16.0299,0.0,crosses_boundary
SYN-P0141,MS-123301331-160703,1.0,61.3589,0.0,within_parcel
SYN-P0141,MS-123301331-273744,1.0,49.1697,0.0,within_parcel
SYN-P0141,MS-123301331-565183,1.0,85.2433,0.0,within_parcel
SYN-P0142,MS-123301331-20306,0.183666,96.4395,0.0,crosses_boundary
SYN-P0142,MS-123301331-279683,0.880645,332.9021,0.0,crosses_boundary
SYN-P0142,MS-123301331-307395,0.271766,126.0196,0.0,crosses_boundary
SYN-P0142,MS-123301331-33016,0.0,0.0,1.037,adjacent_no_overlap
SYN-P0142,MS-123301331-446341,0.421066,16.7163,0.0,crosses_boundary
SYN-P0142,MS-123301331-471195,0.0,0.0,6.736,adjacent_no_overlap
SYN-P0142,MS-123301331-474400,0.0,0.0,4.246,adjacent_no_overlap
SYN-P0142,MS-123301331-499630,0.06044,117.7592,0.0,crosses_boundary
SYN-P0143,MS-123301331-147200,0.0,0.0,0.435,adjacent_no_overlap
SYN-P0143,MS-123301331-279729,1.0,168.1318,0.0,within_parcel
SYN-P0143,MS-123301331-522140,0.0,0.0,7.962,adjacent_no_overlap
SYN-P0143,MS-123301331-547495,0.0,0.0,7.764,adjacent_no_overlap
SYN-P0143,MS-123301331-565159,0.716648,66.3167,0.0,crosses_boundary
SYN-P0143,MS-123301331-618573,0.054482,22.1815,0.0,crosses_boundary
SYN-P0143,MS-123301331-96973,0.0,0.0,0.563,adjacent_no_overlap
SYN-P0144,MS-123301331-230032,0.0,0.0,9.159,adjacent_no_overlap
SYN-P0144,MS-123301331-279781,0.987485,354.319,0.0,partial_overlap
SYN-P0144,MS-123301331-298186,0.051989,372.2091,0.0,crosses_boundary
SYN-P0144,MS-123301331-427668,0.302452,294.415,0.0,crosses_boundary
SYN-P0144,MS-123301331-502951,0.0,0.0,9.003,adjacent_no_overlap
SYN-P0144,MS-123301331-77377,0.0,0.0,4.164,adjacent_no_overlap
SYN-P0145,MS-123301331-153502,0.0,0.0,8.15,adjacent_no_overlap
SYN-P0145,MS-123301331-185546,0.0,0.0,4.114,adjacent_no_overlap
SYN-P0145,MS-123301331-279998,0.883879,820.6519,0.0,crosses_boundary
SYN-P0145,MS-123301331-33058,0.0,0.0,0.307,adjacent_no_overlap
SYN-P0145,MS-123301331-41977,0.0,0.0,5.867,adjacent_no_overlap
SYN-P0145,MS-123301331-47653,0.0,0.0,3.689,adjacent_no_overlap
SYN-P0145,MS-123301331-584392,0.726654,151.4776,0.0,crosses_boundary
SYN-P0146,MS-123301331-285381,0.627002,2139.7412,0.0,crosses_boundary
SYN-P0146,MS-123301331-298186,0.243561,1743.7325,0.0,crosses_boundary
SYN-P0147,MS-123301331-197944,0.183206,139.5002,0.0,crosses_boundary
SYN-P0147,MS-123301331-221975,0.0,0.0,2.761,adjacent_no_overlap
SYN-P0147,MS-123301331-288596,0.633278,195.808,0.0,crosses_boundary
SYN-P0147,MS-123301331-593045,0.224253,6447.9236,0.0,crosses_boundary
SYN-P0148,MS-123301331-291837,0.708499,713.8657,0.0,partial_overlap
SYN-P0148,MS-123301331-341845,0.337173,476.8112,0.0,crosses_boundary
SYN-P0148,MS-123301331-443105,0.247278,2123.6239,0.0,crosses_boundary
SYN-P0148,MS-123301331-624401,1.6e-05,0.0128,0.0,partial_overlap
SYN-P0149,MS-123301331-198653,0.399661,713.767,0.0,partial_overlap
SYN-P0149,MS-123301331-204432,0.219585,53.286,0.0,crosses_boundary
SYN-P0149,MS-123301331-248576,0.312707,299.9015,0.0,crosses_boundary
SYN-P0149,MS-123301331-291848,0.406974,45.1494,0.0,partial_overlap
SYN-P0149,MS-123301331-316817,0.994437,337.7645,0.0,partial_overlap
SYN-P0149,MS-123301331-35991,0.07248,68.6959,0.0,crosses_boundary
SYN-P0149,MS-123301331-440106,0.045876,214.8636,0.0,crosses_boundary
SYN-P0150,MS-123301331-191536,0.007485,13.5793,0.0,crosses_boundary
SYN-P0150,MS-123301331-248576,0.0,0.0,2.964,adjacent_no_overlap
SYN-P0150,MS-123301331-298189,0.968678,321.5228,0.0,crosses_boundary
SYN-P0150,MS-123301331-380093,0.0,0.0,5.71,adjacent_no_overlap
SYN-P0150,MS-123301331-581252,0.0,0.0,4.35,adjacent_no_overlap
SYN-P0150,MS-123301331-918,0.0,0.0,1.444,adjacent_no_overlap
SYN-P0151,MS-123301331-197822,0.0,0.0,5.053,adjacent_no_overlap
SYN-P0151,MS-123301331-301251,1.0,83.6255,0.0,within_parcel
SYN-P0151,MS-123301331-33010,0.0,0.0,0.087,adjacent_no_overlap
SYN-P0151,MS-123301331-386224,0.0,0.0,2.809,adjacent_no_overlap
SYN-P0151,MS-123301331-496534,0.276317,165.2662,0.0,crosses_boundary
SYN-P0151,MS-123301331-58174,0.00065,0.7412,0.0,partial_overlap
SYN-P0151,MS-123301331-83695,0.0,0.0,0.457,adjacent_no_overlap
SYN-P0152,MS-123301331-301314,1.0,224.2054,0.0,within_parcel
SYN-P0152,MS-123301331-468034,0.364632,183.5535,0.0,crosses_boundary
SYN-P0152,MS-123301331-565187,0.0,0.0,0.32,adjacent_no_overlap
SYN-P0152,MS-123301331-581245,0.0,0.0,0.584,adjacent_no_overlap
SYN-P0153,MS-123301331-153472,0.0,0.0,5.809,adjacent_no_overlap
SYN-P0153,MS-123301331-197822,0.949063,405.5581,0.0,crosses_boundary
SYN-P0153,MS-123301331-304401,1.0,110.439,0.0,within_parcel
SYN-P0153,MS-123301331-39568,0.022136,16.4796,0.0,crosses_boundary
SYN-P0153,MS-123301331-496534,0.256516,153.4234,0.0,crosses_boundary
SYN-P0153,MS-123301331-52082,0.0,0.0,6.954,adjacent_no_overlap
SYN-P0153,MS-123301331-571624,0.0,0.0,6.303,adjacent_no_overlap
SYN-P0154,MS-123301331-115341,0.0,0.0,4.564,adjacent_no_overlap
SYN-P0154,MS-123301331-29515,0.0,0.0,8.756,adjacent_no_overlap
SYN-P0154,MS-123301331-304403,1.0,441.8839,0.0,within_parcel
SYN-P0154,MS-123301331-581204,1.0,36.0645,0.0,within_parcel
SYN-P0154,MS-123301331-90092,0.540757,479.9012,0.0,crosses_boundary
SYN-P0155,MS-123301331-102902,0.009185,2.0977,0.0,crosses_boundary
SYN-P0155,MS-123301331-109274,0.0,0.0,3.758,adjacent_no_overlap
SYN-P0155,MS-123301331-134000,0.018228,20.1425,0.0,crosses_boundary
SYN-P0155,MS-123301331-140600,0.0,0.0,4.776,adjacent_no_overlap
SYN-P0155,MS-123301331-307414,0.569437,143.8966,0.0,crosses_boundary
SYN-P0155,MS-123301331-483999,0.321785,535.1631,0.0,crosses_boundary
SYN-P0155,MS-123301331-490264,0.0,0.0,9.057,adjacent_no_overlap
SYN-P0156,MS-123301331-197938,0.093038,436.3716,0.0,crosses_boundary
SYN-P0156,MS-123301331-307441,0.999782,210.231,0.0,within_parcel
SYN-P0156,MS-123301331-506140,0.856812,196.7858,0.0,crosses_boundary
SYN-P0156,MS-123301331-627520,0.0,0.0,0.272,adjacent_no_overlap
SYN-P0157,MS-123301331-310292,0.753477,356.9329,0.0,crosses_boundary
SYN-P0157,MS-123301331-399203,0.0,0.0,0.408,adjacent_no_overlap
SYN-P0157,MS-123301331-41963,0.0,0.0,8.92,adjacent_no_overlap
SYN-P0157,MS-123301331-483987,0.0,0.0,6.144,adjacent_no_overlap
SYN-P0157,MS-123301331-509370,0.035568,31.5546,0.0,crosses_boundary
SYN-P0157,MS-123301331-522117,0.025304,6.1354,0.0,crosses_boundary
SYN-P0157,MS-123301331-618545,0.0,0.0,3.186,adjacent_no_overlap
SYN-P0158,MS-123301331-323199,1.0,17.5695,0.0,within_parcel
SYN-P0158,MS-123301331-41983,0.019733,151.9405,0.0,crosses_boundary
SYN-P0159,MS-123301331-254456,0.0,0.0,4.343,adjacent_no_overlap
SYN-P0159,MS-123301331-26826,0.109267,54.5956,0.0,crosses_boundary
SYN-P0159,MS-123301331-329449,0.920104,553.5694,0.0,partial_overlap
SYN-P0159,MS-123301331-348185,0.0,0.0,0.429,adjacent_no_overlap
SYN-P0159,MS-123301331-351416,0.0,0.0,9.189,adjacent_no_overlap
SYN-P0160,MS-123301331-26826,0.0,0.0,9.743,adjacent_no_overlap
SYN-P0160,MS-123301331-329449,0.0,0.0,7.011,adjacent_no_overlap
SYN-P0160,MS-123301331-348185,0.713081,538.2384,0.0,crosses_boundary
SYN-P0160,MS-123301331-571624,0.012725,20.9653,0.0,crosses_boundary
SYN-P0161,MS-123301331-172954,0.064481,34.1786,0.0,crosses_boundary
SYN-P0161,MS-123301331-26826,0.149229,74.5633,0.0,crosses_boundary
SYN-P0161,MS-123301331-33022,0.0,0.0,6.137,adjacent_no_overlap
SYN-P0161,MS-123301331-351416,0.99495,232.6829,0.0,crosses_boundary
SYN-P0161,MS-123301331-462326,0.278837,52.4375,0.0,crosses_boundary
SYN-P0162,MS-123301331-109197,0.00722,5.5545,0.0,crosses_boundary
SYN-P0162,MS-123301331-134939,0.753633,451.7961,0.0,crosses_boundary
SYN-P0162,MS-123301331-351419,0.424785,477.8621,0.0,crosses_boundary
SYN-P0162,MS-123301331-351421,0.79028,103.0587,0.0,crosses_boundary
SYN-P0162,MS-123301331-440046,0.040943,55.3454,0.0,crosses_boundary
SYN-P0162,MS-123301331-474406,0.0,0.0,4.514,adjacent_no_overlap
SYN-P0162,MS-123301331-568379,0.003866,1.039,0.0,crosses_boundary
SYN-P0162,MS-123301331-612231,0.0,0.0,1.144,adjacent_no_overlap
SYN-P0163,MS-123301331-109197,0.015034,11.5671,0.0,crosses_boundary
SYN-P0163,MS-123301331-13696,0.418721,42.1497,0.0,crosses_boundary
SYN-P0163,MS-123301331-351423,1.0,31.1678,0.0,within_parcel
SYN-P0163,MS-123301331-456037,0.0,0.0,3.458,adjacent_no_overlap
SYN-P0163,MS-123301331-627466,0.0,0.0,0.37,adjacent_no_overlap
SYN-P0164,MS-123301331-127390,0.0,0.0,0.4,adjacent_no_overlap
SYN-P0164,MS-123301331-134000,0.009401,10.3888,0.0,crosses_boundary
SYN-P0164,MS-123301331-273327,1.0,44.7174,0.0,within_parcel
SYN-P0164,MS-123301331-29529,0.297374,84.2444,0.0,crosses_boundary
SYN-P0164,MS-123301331-351430,0.969849,48.1764,0.0,partial_overlap
SYN-P0164,MS-123301331-39592,0.0,0.0,9.938,adjacent_no_overlap
SYN-P0164,MS-123301331-415236,0.225252,103.057,0.0,partial_overlap
SYN-P0164,MS-123301331-483999,0.0,0.0,4.27,adjacent_no_overlap
SYN-P0164,MS-123301331-581200,0.0,0.0,5.286,adjacent_no_overlap
SYN-P0164,MS-123301331-618552,0.457461,242.3054,0.0,crosses_boundary
SYN-P0165,MS-123301331-13770,0.0,0.0,6.4,adjacent_no_overlap
SYN-P0165,MS-123301331-285369,1.0,194.0206,0.0,within_parcel
SYN-P0165,MS-123301331-351462,1.0,172.1004,0.0,within_parcel
SYN-P0165,MS-123301331-392693,0.11214,170.2151,0.0,crosses_boundary
SYN-P0165,MS-123301331-550663,0.0,0.0,0.664,adjacent_no_overlap
SYN-P0165,MS-123301331-599561,0.152571,35.9074,0.0,crosses_boundary
SYN-P0166,MS-123301331-310330,0.0,0.0,1.132,adjacent_no_overlap
SYN-P0166,MS-123301331-351465,1.0,53.2322,0.0,within_parcel
SYN-P0166,MS-123301331-565189,0.0,0.0,4.748,adjacent_no_overlap
SYN-P0167,MS-123301331-102972,0.011109,2.6676,0.0,crosses_boundary
SYN-P0167,MS-123301331-127474,0.477401,114.167,0.0,crosses_boundary
SYN-P0167,MS-123301331-351470,0.998444,244.1358,0.0,partial_overlap
SYN-P0167,MS-123301331-556905,1.0,33.6092,0.0,within_parcel
SYN-P0167,MS-123301331-571681,0.0,0.0,5.242,adjacent_no_overlap
SYN-P0167,MS-123301331-77232,0.0,0.0,9.012,adjacent_no_overlap
SYN-P0168,MS-123301331-20306,0.340798,178.9464,0.0,crosses_boundary
SYN-P0168,MS-123301331-204302,0.0,0.0,8.543,adjacent_no_overlap
SYN-P0168,MS-123301331-307395,0.0,0.0,7.853,adjacent_no_overlap
SYN-P0168,MS-123301331-354640,0.917487,545.1877,0.0,crosses_boundary
SYN-P0168,MS-123301331-474396,0.0,0.0,6.634,adjacent_no_overlap
SYN-P0168,MS-123301331-47637,0.999693,180.0292,0.0,within_parcel
SYN-P0168,MS-123301331-621522,0.0,0.0,9.295,adjacent_no_overlap
SYN-P0169,MS-123301331-354663,1.0,52.5315,0.0,within_parcel
SYN-P0169,MS-123301331-357944,0.084917,26.9859,0.0,crosses_boundary
SYN-P0169,MS-123301331-367548,0.0,0.0,4.54,adjacent_no_overlap
SYN-P0169,MS-123301331-373615,0.0,0.0,9.407,adjacent_no_overlap
SYN-P0169,MS-123301331-490264,0.259975,106.4817,0.0,crosses_boundary
SYN-P0169,MS-123301331-512628,0.0,0.0,6.122,adjacent_no_overlap
SYN-P0169,MS-123301331-534717,0.0,0.0,6.579,adjacent_no_overlap
SYN-P0169,MS-123301331-571640,0.091049,9.179,0.0,crosses_boundary
SYN-P0170,MS-123301331-172942,0.0,0.0,4.135,adjacent_no_overlap
SYN-P0170,MS-123301331-357927,0.997218,241.933,0.0,partial_overlap
SYN-P0170,MS-123301331-618545,0.201503,495.6082,0.0,crosses_boundary
SYN-P0170,MS-123301331-621524,0.0,0.0,8.162,adjacent_no_overlap
SYN-P0171,MS-123301331-354663,0.0,0.0,1.059,adjacent_no_overlap
SYN-P0171,MS-123301331-357944,0.598573,190.2221,0.0,crosses_boundary
SYN-P0171,MS-123301331-367548,0.0,0.0,7.129,adjacent_no_overlap
SYN-P0171,MS-123301331-373615,0.0,0.0,7.019,adjacent_no_overlap
SYN-P0171,MS-123301331-490264,0.0,0.0,9.253,adjacent_no_overlap
SYN-P0171,MS-123301331-534717,0.057671,19.2951,0.0,crosses_boundary
SYN-P0171,MS-123301331-571640,0.044268,4.4628,0.0,crosses_boundary
SYN-P0172,MS-123301331-10265,0.308409,47.0547,0.0,crosses_boundary
SYN-P0172,MS-123301331-141495,0.033555,32.4034,0.0,crosses_boundary
SYN-P0172,MS-123301331-166628,0.0,0.0,6.468,adjacent_no_overlap
SYN-P0172,MS-123301331-361187,0.724546,61.1666,0.0,partial_overlap
SYN-P0172,MS-123301331-565167,0.0,0.0,4.401,adjacent_no_overlap
SYN-P0172,MS-123301331-605848,1.0,23.4092,0.0,within_parcel
SYN-P0172,MS-123301331-77190,0.117106,158.3371,0.0,crosses_boundary
SYN-P0173,MS-123301331-134929,0.0,0.0,1.208,adjacent_no_overlap
SYN-P0173,MS-123301331-191424,0.002058,0.7368,0.0,partial_overlap
SYN-P0173,MS-123301331-364367,0.996995,213.305,0.0,partial_overlap
SYN-P0173,MS-123301331-367530,0.001579,2.371,0.0,crosses_boundary
SYN-P0173,MS-123301331-474401,0.054436,97.6694,0.0,crosses_boundary
SYN-P0174,MS-123301331-279968,0.0,0.0,4.903,adjacent_no_overlap
SYN-P0174,MS-123301331-367522,0.487375,544.5757,0.0,crosses_boundary
SYN-P0174,MS-123301331-487062,0.0,0.0,6.586,adjacent_no_overlap
SYN-P0174,MS-123301331-52082,0.121274,74.0459,0.0,crosses_boundary
SYN-P0175,MS-123301331-147156,0.930948,145.6114,0.0,crosses_boundary
SYN-P0175,MS-123301331-191424,0.0,0.0,9.935,adjacent_no_overlap
SYN-P0175,MS-123301331-313586,0.013787,2.51,0.0,crosses_boundary
SYN-P0175,MS-123301331-33022,0.0,0.0,8.914,adjacent_no_overlap
SYN-P0175,MS-123301331-367530,0.850964,1277.3998,0.0,crosses_boundary
SYN-P0175,MS-123301331-405609,0.0,0.0,1.402,adjacent_no_overlap
SYN-P0175,MS-123301331-474401,0.00841,15.0884,0.0,crosses_boundary
SYN-P0175,MS-123301331-537840,0.0,0.0,4.983,adjacent_no_overlap
SYN-P0176,MS-123301331-215485,0.0,0.0,0.787,adjacent_no_overlap
SYN-P0176,MS-123301331-354663,0.0,0.0,8.725,adjacent_no_overlap
SYN-P0176,MS-123301331-357944,0.041083,13.0559,0.0,crosses_boundary
SYN-P0176,MS-123301331-367548,0.913236,141.6605,0.0,crosses_boundary
SYN-P0176,MS-123301331-373615,0.173701,90.5983,0.0,crosses_boundary
SYN-P0176,MS-123301331-512628,0.0,0.0,9.246,adjacent_no_overlap
SYN-P0176,MS-123301331-534717,0.0,0.0,3.382,adjacent_no_overlap
SYN-P0176,MS-123301331-90118,0.0,0.0,3.881,adjacent_no_overlap
SYN-P0177,MS-123301331-147216,0.0,0.0,3.598,adjacent_no_overlap
SYN-P0177,MS-123301331-217128,0.906776,353.378,0.0,partial_overlap
SYN-P0177,MS-123301331-370532,0.850975,146.8111,0.0,crosses_boundary
SYN-P0177,MS-123301331-502924,0.099795,37.3618,0.0,crosses_boundary
